,upper_short,lower_short,upper_long,lower_long,upper_p,lower_p,training_returns,training_benchmark_returns,training_benchmark_std,returns,benchmark_returns,benchmark_std,ticker
83,20,16,100,87,1e-05,1e-09,,0.0043051069555625,0.037906278503919165,0.0010187325758933235,0.0020843481077096266,0.034329440677816604,TSLA
84,25,25,87,100,1e-06,1e-06,,0.0006573088159110621,0.015454411870325242,0.0011849921246890982,0.001237289120405,0.01829112574770401,TSM
85,16,20,50,100,1e-06,1e-06,0.001649149091085248,0.0005282454751043985,0.012744493767360256,0.00019364607971704694,0.00037635537006127403,0.01862970497844115,TTE
86,16,16,50,50,1e-07,1e-09,,0.000766847613614379,0.013639742460896193,0.0009415636579595391,0.000916940257185167,0.017548108073552733,TXN
87,16,20,75,87,1e-05,1e-09,,0.0006178403651358214,0.009950544801303435,0.0005564864064526992,0.0003419266263074567,0.013615474827165349,UL
88,20,16,100,50,1e-05,1e-06,,0.000714051823361983,0.01325598278876084,0.0011791444943525205,0.0011155311958635503,0.01637822203165386,UNH
89,16,16,50,50,1e-07,1e-09,,0.001080345991679719,0.012112200579336305,0.0006530762716807187,0.0007334452138976305,0.016253058739082834,UNP
90,25,33,75,50,1e-05,1e-06,5.137390980853985e-05,0.0006053935959306557,0.009170092290171404,0.0002020169216072412,0.0006225559843623766,0.015331227066737991,UPS
91,16,16,75,87,1e-05,1e-06,,0.001458041909439229,0.013353845788208,0.0007400627911995401,0.0008380394325474539,0.01580815494620038,V
92,16,29,75,87,1e-05,1e-07,0.0005567906389595028,0.000676010119403634,0.01028900825743505,0.003649594403392964,0.0002949172739347812,0.011064817758269825,VZ
93,33,25,100,87,1e-05,1e-06,,0.0009562941112504958,0.011669140667783085,-0.0005053478307415262,0.00039818847771382857,0.019187127043352358,WFC
94,20,29,100,100,1e-05,1e-06,,0.0005404472374861789,0.009054449821887219,0.0015214146642434736,0.0004865764125167262,0.012965742511849041,WMT
95,33,29,100,100,1e-05,1e-06,,0.0003403321805372426,0.009034502133444939,-0.0002859173410855997,0.00022060271461752886,0.017038170017669486,XOM
