,short,long,alpha,strategy_returns,strategy_std,benchmark_returns,benchmark_std,training_strategy_returns,training_strategy_std,training_benchmark_returns,training_benchmark_std,ticker
52,19,66,0.001,0.0004343020022397356,0.01709587108046126,0.00046589927326731576,0.014384885623626732,0.0056460506201532305,0.009320464970338073,0.0009065158113465474,0.010802261200378643,MDT
53,23,88,0.001,0.0005380331928976821,0.014236136929846842,0.0003947750498094884,0.013725061867867412,0.00530160467720394,0.00755113700153722,0.0009700611097080279,0.010620027557340223,MRK
54,22,66,0.005,0.0003831026352331055,0.023636506642853116,0.0008673074883167331,0.019905183617195735,0.012776514098120861,,0.001092134900386898,0.020772806410994295,MS
55,19,88,0.001,0.0013831432600289694,0.018450024088691636,0.0012164940580302115,0.016529199480914584,0.0021709032829342763,0.012551430660791995,0.000585666317820351,0.01442554940092287,MSFT
56,20,88,0.009000000000000001,0.0007867326318500162,0.017031643874032443,0.0007795096816213794,0.013982698701104633,0.0016262434781881766,0.009536177006582493,0.0010255705527668245,0.008574416271286942,NEE
57,18,66,0.003,0.0014818356598971017,0.028337123121679936,0.0012674180042764574,0.026481699311148733,0.020066365512448343,0.048134109331900626,0.003386735254030988,0.04041864963251566,NFLX
58,25,83,0.001,0.0006022539391430983,0.01888947840139715,0.0008399290207889993,0.016930309367203168,0.006358176621113366,0.007545604759475667,0.0008794414360045636,0.013899700655639433,NKE
59,13,100,0.007,0.0005851492521099283,0.02693659513194682,0.0014673724068278882,0.024049178325252392,0.0038489871834158267,0.029628211643066157,0.002083386417993402,0.030570055356737773,NOW
60,19,88,0.007,0.001405393949386458,0.030267256595551732,0.0023629584681659392,0.027799567934748623,0.004179993052421444,0.015035497773668445,0.0005285403771495981,0.017060667869972217,NVDA
61,20,61,0.005,0.0009414771964211565,0.016413751681575224,0.0006134865992182383,0.01601990954193725,0.004541768349843479,0.014990041998877058,0.001139324033802478,0.015421342067412932,NVO
62,23,61,0.009000000000000001,0.0004525383029081242,0.01037009534540073,0.0002844378477450756,0.011821671876774466,0.004194759258322789,0.006159058907625228,0.0009233632239390048,0.008490614063390736,NVS
63,22,72,0.005,0.0007705383851272452,0.017557398452823007,0.0005212134533162038,0.015985484338497155,0.0062232508381661516,0.018059818572102558,0.0007106010479498112,0.01377006390137177,ORCL
64,25,83,0.001,-0.0005354058798928276,0.010251630992607973,0.0005627764525930956,0.011678138216278243,0.0015170161569141851,0.008095030547275886,0.0005692648733075869,0.007760545874873913,PEP
65,22,77,0.003,0.0004392807532054885,0.017995760976491842,0.0004830272501853568,0.0139111123014395,0.0022661164688110584,0.010544639765735601,0.0009738900733747771,0.009564666828141772,PFE
66,25,94,0.005,6.674041713336104e-05,0.014584291414991813,0.0005388249063197826,0.01141821166375322,0.0023446865849894092,0.009142693852808052,0.0005496519771533333,0.009406478634236711,PG
67,16,50,0.003,0.0001689300747117475,0.016256643062281154,0.0004765809284310298,0.01443600294725471,0.005434021428742446,0.009955213927978702,0.00012818299299342402,0.01032815281980104,PM
68,23,83,0.001,9.639909571943674e-05,0.02196025887776481,1.6134171179494104e-05,0.020088701723417396,0.008221718725883528,0.020527233520367703,-0.00039739598523192175,0.014636010566244676,PTR
69,15,50,0.005,0.0006694510391998416,0.02705230859170988,0.000958912747618052,0.023411098625356716,0.017629787327862377,0.03062791380785681,0.0005848471632690039,0.020227423514804263,PYPL
